City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
201,mandal,25.45,74.5667,299.33,10,0,2.2,IN,1714440944
202,chhapar,27.8167,74.4,297.51,23,0,2.41,IN,1714440944
203,santa maria del rio,21.8,-100.75,295.73,31,9,3.1,MX,1714440944
204,slave lake,55.2834,-114.769,280.14,65,75,6.17,CA,1714440683
205,kyren,51.6828,102.1408,285.34,37,100,1.34,RU,1714440944
206,tralee,52.2704,-9.7026,279.38,92,100,1.37,IE,1714440944
207,nizhniy kuranakh,58.8353,125.4869,276.46,79,100,0.93,RU,1714440945
208,broken hill,-31.95,141.4333,289.97,46,93,9.26,AU,1714440945
209,bomdila,27.25,92.4,285.23,48,10,1.02,IN,1714440945
210,sarkand,45.41,79.9186,288.97,35,3,0.5,KZ,1714440945
211,sitka,57.0531,-135.33,284.09,62,0,6.17,US,1714440911
212,mu'minobod,38.1085,70.0285,279.5,96,100,1.64,TJ,1714440945
213,east london,-33.0153,27.9116,292.86,81,0,2.24,ZA,1714440945
214,lethbridge,49.7,-112.8186,284.42,29,40,9.77,CA,1714440945
215,wakkanai,45.4094,141.6739,283.14,50,75,3.09,JP,1714440945
216,ust-tsilma,65.441,52.1498,264.05,97,81,0.89,RU,1714440946
217,acapulco de juarez,16.8634,-99.8901,301.05,74,20,2.57,MX,1714440920
218,la passe,45.5549,-0.8967,285.28,83,66,1.3,FR,1714440946
219,paso de los toros,-32.8167,-56.5167,290.31,98,100,4.36,UY,1714440897
220,enewetak,11.3474,162.3373,300.77,77,56,7.68,MH,1714440946
221,menongue,-14.6585,17.691,285.31,68,0,1.56,AO,1714440946
222,rio preto da eva,-2.6994,-59.6997,297.14,98,84,1.02,BR,1714440946
223,aasiaat,68.7098,-52.8699,272.83,99,100,2.78,GL,1714440946
224,majene,-3.5403,118.9707,302.3,71,78,2.21,ID,1714440946
225,las vegas,36.175,-115.1372,302.84,15,0,7.2,US,1714440786
226,rivas,11.4372,-85.8263,301.38,75,59,1.48,NI,1714440891
227,fonte boa,-2.4959,-66.2662,297.91,96,88,0.68,BR,1714440947
228,kamin-kashyrskyi,51.6241,24.9586,283.54,76,11,3.85,UA,1714440947
229,mancora,-4.1078,-81.0475,298.07,73,66,1.45,PE,1714440947
230,nagqu,31.5,92.0,278.2,23,97,6.39,CN,1714440947
231,eenhana,-17.4667,16.3333,288.45,51,0,2.99,NA,1714440947
232,lagos,6.5833,3.75,302.33,90,100,1.58,NG,1714441038
233,sompeta,18.9333,84.6,306.83,44,2,3.54,IN,1714440947
234,mil'kovo,55.6078,37.7956,284.85,69,35,3.13,RU,1714440947
235,fort mcmurray,56.7268,-111.381,284.92,50,100,4.12,CA,1714440874
236,ivdel',60.6911,60.4206,272.14,72,16,2.24,RU,1714440948
237,namibe,-15.1961,12.1522,297.51,61,1,1.3,AO,1714440948
238,severo-zadonsk,54.0348,38.4017,281.62,66,0,2.11,RU,1714440948
239,puerto ayacucho,5.6639,-67.6236,297.05,96,100,1.39,VE,1714440948
240,afaahiti,-17.75,-149.2833,301.08,68,94,8.88,PF,1714440948
241,amungan,15.3652,119.9582,305.17,56,0,4.11,PH,1714440948
242,xichang,27.8964,102.2634,292.94,64,62,1.89,CN,1714440948
243,nantucket,41.2835,-70.0995,284.23,76,97,2.48,US,1714440924
244,solnechnyy,50.7214,136.6319,282.06,21,98,1.09,RU,1714440948
245,baruun-urt,46.6806,113.2792,286.13,18,0,4.81,MN,1714440948
246,funafuti,-8.5243,179.1942,305.15,70,75,0.51,TV,1714440949
247,orange cove,36.6244,-119.3137,299.8,36,0,6.17,US,1714440949
248,geraldton,-28.7667,114.6,300.38,41,97,9.77,AU,1714440949
249,inverell,-29.7833,151.1167,297.41,53,100,1.79,AU,1714440789
250,alofi,-19.0595,-169.9187,301.09,89,75,4.63,NU,1714440949
251,belyy yar,53.6039,91.3903,273.09,93,75,6.0,RU,1714440949
252,bomaderry,-34.85,150.6167,291.12,81,100,3.13,AU,1714440949
253,talodi,10.6325,30.3797,302.27,49,5,1.79,SD,1714440949
254,holbrook,40.8123,-73.0784,290.91,87,40,3.09,US,1714440949
255,kupiskis,55.8333,24.9667,287.67,72,100,4.98,LT,1714440950
256,boa vista,2.8197,-60.6733,303.14,66,40,2.06,BR,1714440919
257,filiatra,37.15,21.5833,290.2,56,0,2.08,GR,1714440950
258,butembo,0.15,29.2833,288.09,96,14,1.39,CD,1714440950
259,umarkot,25.3616,69.7362,299.09,13,1,3.22,PK,1714440950
260,castelnovo ne'monti,44.4356,10.4033,285.17,68,0,1.38,IT,1714440950
261,zhaqsy,51.9083,67.3133,280.51,87,100,6.72,KZ,1714440950
262,qaqortoq,60.7167,-46.0333,274.69,69,100,1.65,GL,1714440950
263,riverside,33.7333,-116.0508,303.59,21,0,2.06,US,1714440950
264,shanwei,22.782,115.3475,299.75,90,43,5.31,CN,1714440676
265,selfoss,63.9331,-20.9971,274.84,78,13,3.3,IS,1714440951
266,tisul',55.7611,88.3122,272.17,62,99,6.07,RU,1714440951
